rank	hand	abbreviation	description
4429	9 9 14 13 8	1P	Pair of Nines
4430	9 9 14 13 7	1P	Pair of Nines
4431	9 9 14 13 6	1P	Pair of Nines
4432	9 9 14 13 5	1P	Pair of Nines
4433	9 9 14 13 4	1P	Pair of Nines
4434	9 9 14 13 3	1P	Pair of Nines
4435	9 9 14 13 2	1P	Pair of Nines
4436	9 9 14 12 11	1P	Pair of Nines
4437	9 9 14 12 10	1P	Pair of Nines
4438	9 9 14 12 8	1P	Pair of Nines
4439	9 9 14 12 7	1P	Pair of Nines
4440	9 9 14 12 6	1P	Pair of Nines
4441	9 9 14 12 5	1P	Pair of Nines
4442	9 9 14 12 4	1P	Pair of Nines
4443	9 9 14 12 3	1P	Pair of Nines
4444	9 9 14 12 2	1P	Pair of Nines
4445	9 9 14 11 10	1P	Pair of Nines
4446	9 9 14 11 8	1P	Pair of Nines
4447	9 9 14 11 7	1P	Pair of Nines
4448	9 9 14 11 6	1P	Pair of Nines
4449	9 9 14 11 5	1P	Pair of Nines
4450	9 9 14 11 4	1P	Pair of Nines
4451	9 9 14 11 3	1P	Pair of Nines
4452	9 9 14 11 2	1P	Pair of Nines
4453	9 9 14 10 8	1P	Pair of Nines
4454	9 9 14 10 7	1P	Pair of Nines
4455	9 9 14 10 6	1P	Pair of Nines
4456	9 9 14 10 5	1P	Pair of Nines
4457	9 9 14 10 4	1P	Pair of Nines
4458	9 9 14 10 3	1P	Pair of Nines
4459	9 9 14 10 2	1P	Pair of Nines
4460	9 9 14 8 7	1P	Pair of Nines
4461	9 9 14 8 6	1P	Pair of Nines
4462	9 9 14 8 5	1P	Pair of Nines
4463	9 9 14 8 4	1P	Pair of Nines
4464	9 9 14 8 3	1P	Pair of Nines
4465	9 9 14 8 2	1P	Pair of Nines
4466	9 9 14 7 6	1P	Pair of Nines
4467	9 9 14 7 5	1P	Pair of Nines
4468	9 9 14 7 4	1P	Pair of Nines
4469	9 9 14 7 3	1P	Pair of Nines
4470	9 9 14 7 2	1P	Pair of Nines
4471	9 9 14 6 5	1P	Pair of Nines
4472	9 9 14 6 4	1P	Pair of Nines
4473	9 9 14 6 3	1P	Pair of Nines
4474	9 9 14 6 2	1P	Pair of Nines
4475	9 9 14 5 4	1P	Pair of Nines
4476	9 9 14 5 3	1P	Pair of Nines
4477	9 9 14 5 2	1P	Pair of Nines
4478	9 9 14 4 3	1P	Pair of Nines
4479	9 9 14 4 2	1P	Pair of Nines
4480	9 9 14 3 2	1P	Pair of Nines
4481	9 9 13 12 11	1P	Pair of Nines
4482	9 9 13 12 10	1P	Pair of Nines
4483	9 9 13 12 8	1P	Pair of Nines
4484	9 9 13 12 7	1P	Pair of Nines
4485	9 9 13 12 6	1P	Pair of Nines
4486	9 9 13 12 5	1P	Pair of Nines
4487	9 9 13 12 4	1P	Pair of Nines
4488	9 9 13 12 3	1P	Pair of Nines
4489	9 9 13 12 2	1P	Pair of Nines
4490	9 9 13 11 10	1P	Pair of Nines
4491	9 9 13 11 8	1P	Pair of Nines
4492	9 9 13 11 7	1P	Pair of Nines
4493	9 9 13 11 6	1P	Pair of Nines
4494	9 9 13 11 5	1P	Pair of Nines
4495	9 9 13 11 4	1P	Pair of Nines
4496	9 9 13 11 3	1P	Pair of Nines
4497	9 9 13 11 2	1P	Pair of Nines
4498	9 9 13 10 8	1P	Pair of Nines
4499	9 9 13 10 7	1P	Pair of Nines
4500	9 9 13 10 6	1P	Pair of Nines
4501	9 9 13 10 5	1P	Pair of Nines
4502	9 9 13 10 4	1P	Pair of Nines
4503	9 9 13 10 3	1P	Pair of Nines
4504	9 9 13 10 2	1P	Pair of Nines
4505	9 9 13 8 7	1P	Pair of Nines
4506	9 9 13 8 6	1P	Pair of Nines
4507	9 9 13 8 5	1P	Pair of Nines
4508	9 9 13 8 4	1P	Pair of Nines
4509	9 9 13 8 3	1P	Pair of Nines
4510	9 9 13 8 2	1P	Pair of Nines
4511	9 9 13 7 6	1P	Pair of Nines
4512	9 9 13 7 5	1P	Pair of Nines
4513	9 9 13 7 4	1P	Pair of Nines
4514	9 9 13 7 3	1P	Pair of Nines
4515	9 9 13 7 2	1P	Pair of Nines
4516	9 9 13 6 5	1P	Pair of Nines
4517	9 9 13 6 4	1P	Pair of Nines
4518	9 9 13 6 3	1P	Pair of Nines
4519	9 9 13 6 2	1P	Pair of Nines
4520	9 9 13 5 4	1P	Pair of Nines
4521	9 9 13 5 3	1P	Pair of Nines
4522	9 9 13 5 2	1P	Pair of Nines
4523	9 9 13 4 3	1P	Pair of Nines
4524	9 9 13 4 2	1P	Pair of Nines
4525	9 9 13 3 2	1P	Pair of Nines
4526	9 9 12 11 10	1P	Pair of Nines
4527	9 9 12 11 8	1P	Pair of Nines
4528	9 9 12 11 7	1P	Pair of Nines
4529	9 9 12 11 6	1P	Pair of Nines
4530	9 9 12 11 5	1P	Pair of Nines
4531	9 9 12 11 4	1P	Pair of Nines
4532	9 9 12 11 3	1P	Pair of Nines
4533	9 9 12 11 2	1P	Pair of Nines
4534	9 9 12 10 8	1P	Pair of Nines
4535	9 9 12 10 7	1P	Pair of Nines
4536	9 9 12 10 6	1P	Pair of Nines
4537	9 9 12 10 5	1P	Pair of Nines
4538	9 9 12 10 4	1P	Pair of Nines
4539	9 9 12 10 3	1P	Pair of Nines
4540	9 9 12 10 2	1P	Pair of Nines
4541	9 9 12 8 7	1P	Pair of Nines
4542	9 9 12 8 6	1P	Pair of Nines
4543	9 9 12 8 5	1P	Pair of Nines
4544	9 9 12 8 4	1P	Pair of Nines
4545	9 9 12 8 3	1P	Pair of Nines
4546	9 9 12 8 2	1P	Pair of Nines
4547	9 9 12 7 6	1P	Pair of Nines
4548	9 9 12 7 5	1P	Pair of Nines
4549	9 9 12 7 4	1P	Pair of Nines
4550	9 9 12 7 3	1P	Pair of Nines
4551	9 9 12 7 2	1P	Pair of Nines
4552	9 9 12 6 5	1P	Pair of Nines
4553	9 9 12 6 4	1P	Pair of Nines
4554	9 9 12 6 3	1P	Pair of Nines
4555	9 9 12 6 2	1P	Pair of Nines
4556	9 9 12 5 4	1P	Pair of Nines
4557	9 9 12 5 3	1P	Pair of Nines
4558	9 9 12 5 2	1P	Pair of Nines
4559	9 9 12 4 3	1P	Pair of Nines
4560	9 9 12 4 2	1P	Pair of Nines
4561	9 9 12 3 2	1P	Pair of Nines
4562	9 9 11 10 8	1P	Pair of Nines
4563	9 9 11 10 7	1P	Pair of Nines
4564	9 9 11 10 6	1P	Pair of Nines
4565	9 9 11 10 5	1P	Pair of Nines
4566	9 9 11 10 4	1P	Pair of Nines
4567	9 9 11 10 3	1P	Pair of Nines
4568	9 9 11 10 2	1P	Pair of Nines
4569	9 9 11 8 7	1P	Pair of Nines
4570	9 9 11 8 6	1P	Pair of Nines
4571	9 9 11 8 5	1P	Pair of Nines
4572	9 9 11 8 4	1P	Pair of Nines
4573	9 9 11 8 3	1P	Pair of Nines
4574	9 9 11 8 2	1P	Pair of Nines
4575	9 9 11 7 6	1P	Pair of Nines
4576	9 9 11 7 5	1P	Pair of Nines
4577	9 9 11 7 4	1P	Pair of Nines
4578	9 9 11 7 3	1P	Pair of Nines
4579	9 9 11 7 2	1P	Pair of Nines
4580	9 9 11 6 5	1P	Pair of Nines
4581	9 9 11 6 4	1P	Pair of Nines
4582	9 9 11 6 3	1P	Pair of Nines
4583	9 9 11 6 2	1P	Pair of Nines
4584	9 9 11 5 4	1P	Pair of Nines
4585	9 9 11 5 3	1P	Pair of Nines
4586	9 9 11 5 2	1P	Pair of Nines
4587	9 9 11 4 3	1P	Pair of Nines
4588	9 9 11 4 2	1P	Pair of Nines
4589	9 9 11 3 2	1P	Pair of Nines
4590	9 9 10 8 7	1P	Pair of Nines
4591	9 9 10 8 6	1P	Pair of Nines
4592	9 9 10 8 5	1P	Pair of Nines
4593	9 9 10 8 4	1P	Pair of Nines
4594	9 9 10 8 3	1P	Pair of Nines
4595	9 9 10 8 2	1P	Pair of Nines
4596	9 9 10 7 6	1P	Pair of Nines
4597	9 9 10 7 5	1P	Pair of Nines
4598	9 9 10 7 4	1P	Pair of Nines
4599	9 9 10 7 3	1P	Pair of Nines
4600	9 9 10 7 2	1P	Pair of Nines
4601	9 9 10 6 5	1P	Pair of Nines
4602	9 9 10 6 4	1P	Pair of Nines
4603	9 9 10 6 3	1P	Pair of Nines
4604	9 9 10 6 2	1P	Pair of Nines
4605	9 9 10 5 4	1P	Pair of Nines
4606	9 9 10 5 3	1P	Pair of Nines
4607	9 9 10 5 2	1P	Pair of Nines
4608	9 9 10 4 3	1P	Pair of Nines
4609	9 9 10 4 2	1P	Pair of Nines
4610	9 9 10 3 2	1P	Pair of Nines
4611	9 9 8 7 6	1P	Pair of Nines
4612	9 9 8 7 5	1P	Pair of Nines
4613	9 9 8 7 4	1P	Pair of Nines
4614	9 9 8 7 3	1P	Pair of Nines
4615	9 9 8 7 2	1P	Pair of Nines
4616	9 9 8 6 5	1P	Pair of Nines
4617	9 9 8 6 4	1P	Pair of Nines
4618	9 9 8 6 3	1P	Pair of Nines
4619	9 9 8 6 2	1P	Pair of Nines
4620	9 9 8 5 4	1P	Pair of Nines
4621	9 9 8 5 3	1P	Pair of Nines
4622	9 9 8 5 2	1P	Pair of Nines
4623	9 9 8 4 3	1P	Pair of Nines
4624	9 9 8 4 2	1P	Pair of Nines
4625	9 9 8 3 2	1P	Pair of Nines
4626	9 9 7 6 5	1P	Pair of Nines
4627	9 9 7 6 4	1P	Pair of Nines
4628	9 9 7 6 3	1P	Pair of Nines
4629	9 9 7 6 2	1P	Pair of Nines
4630	9 9 7 5 4	1P	Pair of Nines
4631	9 9 7 5 3	1P	Pair of Nines
4632	9 9 7 5 2	1P	Pair of Nines
4633	9 9 7 4 3	1P	Pair of Nines
4634	9 9 7 4 2	1P	Pair of Nines
4635	9 9 7 3 2	1P	Pair of Nines
4636	9 9 6 5 4	1P	Pair of Nines
4637	9 9 6 5 3	1P	Pair of Nines
4638	9 9 6 5 2	1P	Pair of Nines
4639	9 9 6 4 3	1P	Pair of Nines
4640	9 9 6 4 2	1P	Pair of Nines
4641	9 9 6 3 2	1P	Pair of Nines
4642	9 9 5 4 3	1P	Pair of Nines
4643	9 9 5 4 2	1P	Pair of Nines
4644	9 9 5 3 2	1P	Pair of Nines
4645	9 9 4 3 2	1P	Pair of Nines
4646	8 8 14 13 12	1P	Pair of Eights
4647	8 8 14 13 11	1P	Pair of Eights
4648	8 8 14 13 10	1P	Pair of Eights
4649	8 8 14 13 9	1P	Pair of Eights
4650	8 8 14 13 7	1P	Pair of Eights
4651	8 8 14 13 6	1P	Pair of Eights
4652	8 8 14 13 5	1P	Pair of Eights
4653	8 8 14 13 4	1P	Pair of Eights
4654	8 8 14 13 3	1P	Pair of Eights
4655	8 8 14 13 2	1P	Pair of Eights
4656	8 8 14 12 11	1P	Pair of Eights
4657	8 8 14 12 10	1P	Pair of Eights
4658	8 8 14 12 9	1P	Pair of Eights
4659	8 8 14 12 7	1P	Pair of Eights
4660	8 8 14 12 6	1P	Pair of Eights
4661	8 8 14 12 5	1P	Pair of Eights
4662	8 8 14 12 4	1P	Pair of Eights
4663	8 8 14 12 3	1P	Pair of Eights
4664	8 8 14 12 2	1P	Pair of Eights
4665	8 8 14 11 10	1P	Pair of Eights
4666	8 8 14 11 9	1P	Pair of Eights
4667	8 8 14 11 7	1P	Pair of Eights
4668	8 8 14 11 6	1P	Pair of Eights
4669	8 8 14 11 5	1P	Pair of Eights
4670	8 8 14 11 4	1P	Pair of Eights
4671	8 8 14 11 3	1P	Pair of Eights
4672	8 8 14 11 2	1P	Pair of Eights
4673	8 8 14 10 9	1P	Pair of Eights
4674	8 8 14 10 7	1P	Pair of Eights
4675	8 8 14 10 6	1P	Pair of Eights
4676	8 8 14 10 5	1P	Pair of Eights
4677	8 8 14 10 4	1P	Pair of Eights
4678	8 8 14 10 3	1P	Pair of Eights
4679	8 8 14 10 2	1P	Pair of Eights
4680	8 8 14 9 7	1P	Pair of Eights
4681	8 8 14 9 6	1P	Pair of Eights
4682	8 8 14 9 5	1P	Pair of Eights
4683	8 8 14 9 4	1P	Pair of Eights
4684	8 8 14 9 3	1P	Pair of Eights
4685	8 8 14 9 2	1P	Pair of Eights
4686	8 8 14 7 6	1P	Pair of Eights
4687	8 8 14 7 5	1P	Pair of Eights
4688	8 8 14 7 4	1P	Pair of Eights
4689	8 8 14 7 3	1P	Pair of Eights
4690	8 8 14 7 2	1P	Pair of Eights
4691	8 8 14 6 5	1P	Pair of Eights
4692	8 8 14 6 4	1P	Pair of Eights
4693	8 8 14 6 3	1P	Pair of Eights
4694	8 8 14 6 2	1P	Pair of Eights
4695	8 8 14 5 4	1P	Pair of Eights
4696	8 8 14 5 3	1P	Pair of Eights
4697	8 8 14 5 2	1P	Pair of Eights
4698	8 8 14 4 3	1P	Pair of Eights
4699	8 8 14 4 2	1P	Pair of Eights
4700	8 8 14 3 2	1P	Pair of Eights
4701	8 8 13 12 11	1P	Pair of Eights
4702	8 8 13 12 10	1P	Pair of Eights
4703	8 8 13 12 9	1P	Pair of Eights
4704	8 8 13 12 7	1P	Pair of Eights
4705	8 8 13 12 6	1P	Pair of Eights
4706	8 8 13 12 5	1P	Pair of Eights
4707	8 8 13 12 4	1P	Pair of Eights
4708	8 8 13 12 3	1P	Pair of Eights
4709	8 8 13 12 2	1P	Pair of Eights
4710	8 8 13 11 10	1P	Pair of Eights
4711	8 8 13 11 9	1P	Pair of Eights
4712	8 8 13 11 7	1P	Pair of Eights
4713	8 8 13 11 6	1P	Pair of Eights
4714	8 8 13 11 5	1P	Pair of Eights
4715	8 8 13 11 4	1P	Pair of Eights
4716	8 8 13 11 3	1P	Pair of Eights
4717	8 8 13 11 2	1P	Pair of Eights
4718	8 8 13 10 9	1P	Pair of Eights
4719	8 8 13 10 7	1P	Pair of Eights
4720	8 8 13 10 6	1P	Pair of Eights
4721	8 8 13 10 5	1P	Pair of Eights
4722	8 8 13 10 4	1P	Pair of Eights
4723	8 8 13 10 3	1P	Pair of Eights
4724	8 8 13 10 2	1P	Pair of Eights
4725	8 8 13 9 7	1P	Pair of Eights
4726	8 8 13 9 6	1P	Pair of Eights
4727	8 8 13 9 5	1P	Pair of Eights
4728	8 8 13 9 4	1P	Pair of Eights
4729	8 8 13 9 3	1P	Pair of Eights
4730	8 8 13 9 2	1P	Pair of Eights
4731	8 8 13 7 6	1P	Pair of Eights
4732	8 8 13 7 5	1P	Pair of Eights
4733	8 8 13 7 4	1P	Pair of Eights
4734	8 8 13 7 3	1P	Pair of Eights
4735	8 8 13 7 2	1P	Pair of Eights
4736	8 8 13 6 5	1P	Pair of Eights
4737	8 8 13 6 4	1P	Pair of Eights
4738	8 8 13 6 3	1P	Pair of Eights
4739	8 8 13 6 2	1P	Pair of Eights
4740	8 8 13 5 4	1P	Pair of Eights
4741	8 8 13 5 3	1P	Pair of Eights
4742	8 8 13 5 2	1P	Pair of Eights
4743	8 8 13 4 3	1P	Pair of Eights
4744	8 8 13 4 2	1P	Pair of Eights
4745	8 8 13 3 2	1P	Pair of Eights
4746	8 8 12 11 10	1P	Pair of Eights
4747	8 8 12 11 9	1P	Pair of Eights
4748	8 8 12 11 7	1P	Pair of Eights
4749	8 8 12 11 6	1P	Pair of Eights
4750	8 8 12 11 5	1P	Pair of Eights
4751	8 8 12 11 4	1P	Pair of Eights
4752	8 8 12 11 3	1P	Pair of Eights
4753	8 8 12 11 2	1P	Pair of Eights
4754	8 8 12 10 9	1P	Pair of Eights
4755	8 8 12 10 7	1P	Pair of Eights
4756	8 8 12 10 6	1P	Pair of Eights
4757	8 8 12 10 5	1P	Pair of Eights
4758	8 8 12 10 4	1P	Pair of Eights
4759	8 8 12 10 3	1P	Pair of Eights
4760	8 8 12 10 2	1P	Pair of Eights
4761	8 8 12 9 7	1P	Pair of Eights
4762	8 8 12 9 6	1P	Pair of Eights
4763	8 8 12 9 5	1P	Pair of Eights
4764	8 8 12 9 4	1P	Pair of Eights
4765	8 8 12 9 3	1P	Pair of Eights
4766	8 8 12 9 2	1P	Pair of Eights
4767	8 8 12 7 6	1P	Pair of Eights
4768	8 8 12 7 5	1P	Pair of Eights
4769	8 8 12 7 4	1P	Pair of Eights
4770	8 8 12 7 3	1P	Pair of Eights
4771	8 8 12 7 2	1P	Pair of Eights
4772	8 8 12 6 5	1P	Pair of Eights
4773	8 8 12 6 4	1P	Pair of Eights
4774	8 8 12 6 3	1P	Pair of Eights
4775	8 8 12 6 2	1P	Pair of Eights
4776	8 8 12 5 4	1P	Pair of Eights
4777	8 8 12 5 3	1P	Pair of Eights
4778	8 8 12 5 2	1P	Pair of Eights
4779	8 8 12 4 3	1P	Pair of Eights
4780	8 8 12 4 2	1P	Pair of Eights
4781	8 8 12 3 2	1P	Pair of Eights
4782	8 8 11 10 9	1P	Pair of Eights
4783	8 8 11 10 7	1P	Pair of Eights
4784	8 8 11 10 6	1P	Pair of Eights
4785	8 8 11 10 5	1P	Pair of Eights
4786	8 8 11 10 4	1P	Pair of Eights
4787	8 8 11 10 3	1P	Pair of Eights
4788	8 8 11 10 2	1P	Pair of Eights
4789	8 8 11 9 7	1P	Pair of Eights
4790	8 8 11 9 6	1P	Pair of Eights
4791	8 8 11 9 5	1P	Pair of Eights
4792	8 8 11 9 4	1P	Pair of Eights
4793	8 8 11 9 3	1P	Pair of Eights
4794	8 8 11 9 2	1P	Pair of Eights
4795	8 8 11 7 6	1P	Pair of Eights
4796	8 8 11 7 5	1P	Pair of Eights
4797	8 8 11 7 4	1P	Pair of Eights
4798	8 8 11 7 3	1P	Pair of Eights
4799	8 8 11 7 2	1P	Pair of Eights
4800	8 8 11 6 5	1P	Pair of Eights
4801	8 8 11 6 4	1P	Pair of Eights
4802	8 8 11 6 3	1P	Pair of Eights
4803	8 8 11 6 2	1P	Pair of Eights
4804	8 8 11 5 4	1P	Pair of Eights
4805	8 8 11 5 3	1P	Pair of Eights
4806	8 8 11 5 2	1P	Pair of Eights
4807	8 8 11 4 3	1P	Pair of Eights
4808	8 8 11 4 2	1P	Pair of Eights
4809	8 8 11 3 2	1P	Pair of Eights
4810	8 8 10 9 7	1P	Pair of Eights
4811	8 8 10 9 6	1P	Pair of Eights
4812	8 8 10 9 5	1P	Pair of Eights
4813	8 8 10 9 4	1P	Pair of Eights
4814	8 8 10 9 3	1P	Pair of Eights
4815	8 8 10 9 2	1P	Pair of Eights
4816	8 8 10 7 6	1P	Pair of Eights
4817	8 8 10 7 5	1P	Pair of Eights
4818	8 8 10 7 4	1P	Pair of Eights
4819	8 8 10 7 3	1P	Pair of Eights
4820	8 8 10 7 2	1P	Pair of Eights
4821	8 8 10 6 5	1P	Pair of Eights
4822	8 8 10 6 4	1P	Pair of Eights
4823	8 8 10 6 3	1P	Pair of Eights
4824	8 8 10 6 2	1P	Pair of Eights
4825	8 8 10 5 4	1P	Pair of Eights
4826	8 8 10 5 3	1P	Pair of Eights
4827	8 8 10 5 2	1P	Pair of Eights
4828	8 8 10 4 3	1P	Pair of Eights
4829	8 8 10 4 2	1P	Pair of Eights
4830	8 8 10 3 2	1P	Pair of Eights
4831	8 8 9 7 6	1P	Pair of Eights
4832	8 8 9 7 5	1P	Pair of Eights
4833	8 8 9 7 4	1P	Pair of Eights
4834	8 8 9 7 3	1P	Pair of Eights
4835	8 8 9 7 2	1P	Pair of Eights
4836	8 8 9 6 5	1P	Pair of Eights
4837	8 8 9 6 4	1P	Pair of Eights
4838	8 8 9 6 3	1P	Pair of Eights
4839	8 8 9 6 2	1P	Pair of Eights
4840	8 8 9 5 4	1P	Pair of Eights
4841	8 8 9 5 3	1P	Pair of Eights
4842	8 8 9 5 2	1P	Pair of Eights
4843	8 8 9 4 3	1P	Pair of Eights
4844	8 8 9 4 2	1P	Pair of Eights
4845	8 8 9 3 2	1P	Pair of Eights
4846	8 8 7 6 5	1P	Pair of Eights
4847	8 8 7 6 4	1P	Pair of Eights
4848	8 8 7 6 3	1P	Pair of Eights
4849	8 8 7 6 2	1P	Pair of Eights
4850	8 8 7 5 4	1P	Pair of Eights
4851	8 8 7 5 3	1P	Pair of Eights
4852	8 8 7 5 2	1P	Pair of Eights
4853	8 8 7 4 3	1P	Pair of Eights
4854	8 8 7 4 2	1P	Pair of Eights
4855	8 8 7 3 2	1P	Pair of Eights
4856	8 8 6 5 4	1P	Pair of Eights
4857	8 8 6 5 3	1P	Pair of Eights
4858	8 8 6 5 2	1P	Pair of Eights
4859	8 8 6 4 3	1P	Pair of Eights
4860	8 8 6 4 2	1P	Pair of Eights
4861	8 8 6 3 2	1P	Pair of Eights
4862	8 8 5 4 3	1P	Pair of Eights
4863	8 8 5 4 2	1P	Pair of Eights
4864	8 8 5 3 2	1P	Pair of Eights
4865	8 8 4 3 2	1P	Pair of Eights
4866	7 7 14 13 12	1P	Pair of Sevens
4867	7 7 14 13 11	1P	Pair of Sevens
4868	7 7 14 13 10	1P	Pair of Sevens
4869	7 7 14 13 9	1P	Pair of Sevens
4870	7 7 14 13 8	1P	Pair of Sevens
4871	7 7 14 13 6	1P	Pair of Sevens
4872	7 7 14 13 5	1P	Pair of Sevens
4873	7 7 14 13 4	1P	Pair of Sevens
4874	7 7 14 13 3	1P	Pair of Sevens
4875	7 7 14 13 2	1P	Pair of Sevens
4876	7 7 14 12 11	1P	Pair of Sevens
4877	7 7 14 12 10	1P	Pair of Sevens
4878	7 7 14 12 9	1P	Pair of Sevens
4879	7 7 14 12 8	1P	Pair of Sevens
4880	7 7 14 12 6	1P	Pair of Sevens
4881	7 7 14 12 5	1P	Pair of Sevens
4882	7 7 14 12 4	1P	Pair of Sevens
4883	7 7 14 12 3	1P	Pair of Sevens
4884	7 7 14 12 2	1P	Pair of Sevens
4885	7 7 14 11 10	1P	Pair of Sevens
4886	7 7 14 11 9	1P	Pair of Sevens
4887	7 7 14 11 8	1P	Pair of Sevens
4888	7 7 14 11 6	1P	Pair of Sevens
4889	7 7 14 11 5	1P	Pair of Sevens
4890	7 7 14 11 4	1P	Pair of Sevens
4891	7 7 14 11 3	1P	Pair of Sevens
4892	7 7 14 11 2	1P	Pair of Sevens
4893	7 7 14 10 9	1P	Pair of Sevens
4894	7 7 14 10 8	1P	Pair of Sevens
4895	7 7 14 10 6	1P	Pair of Sevens
4896	7 7 14 10 5	1P	Pair of Sevens
4897	7 7 14 10 4	1P	Pair of Sevens
4898	7 7 14 10 3	1P	Pair of Sevens
4899	7 7 14 10 2	1P	Pair of Sevens
4900	7 7 14 9 8	1P	Pair of Sevens
4901	7 7 14 9 6	1P	Pair of Sevens
4902	7 7 14 9 5	1P	Pair of Sevens
4903	7 7 14 9 4	1P	Pair of Sevens
4904	7 7 14 9 3	1P	Pair of Sevens
4905	7 7 14 9 2	1P	Pair of Sevens
4906	7 7 14 8 6	1P	Pair of Sevens
4907	7 7 14 8 5	1P	Pair of Sevens
4908	7 7 14 8 4	1P	Pair of Sevens
4909	7 7 14 8 3	1P	Pair of Sevens
4910	7 7 14 8 2	1P	Pair of Sevens
4911	7 7 14 6 5	1P	Pair of Sevens
4912	7 7 14 6 4	1P	Pair of Sevens
4913	7 7 14 6 3	1P	Pair of Sevens
4914	7 7 14 6 2	1P	Pair of Sevens
4915	7 7 14 5 4	1P	Pair of Sevens
4916	7 7 14 5 3	1P	Pair of Sevens
4917	7 7 14 5 2	1P	Pair of Sevens
4918	7 7 14 4 3	1P	Pair of Sevens
4919	7 7 14 4 2	1P	Pair of Sevens
4920	7 7 14 3 2	1P	Pair of Sevens
4921	7 7 13 12 11	1P	Pair of Sevens
4922	7 7 13 12 10	1P	Pair of Sevens
4923	7 7 13 12 9	1P	Pair of Sevens
4924	7 7 13 12 8	1P	Pair of Sevens
4925	7 7 13 12 6	1P	Pair of Sevens
4926	7 7 13 12 5	1P	Pair of Sevens
4927	7 7 13 12 4	1P	Pair of Sevens
4928	7 7 13 12 3	1P	Pair of Sevens
4929	7 7 13 12 2	1P	Pair of Sevens
4930	7 7 13 11 10	1P	Pair of Sevens
4931	7 7 13 11 9	1P	Pair of Sevens
4932	7 7 13 11 8	1P	Pair of Sevens
4933	7 7 13 11 6	1P	Pair of Sevens
4934	7 7 13 11 5	1P	Pair of Sevens
4935	7 7 13 11 4	1P	Pair of Sevens
4936	7 7 13 11 3	1P	Pair of Sevens
4937	7 7 13 11 2	1P	Pair of Sevens
4938	7 7 13 10 9	1P	Pair of Sevens
4939	7 7 13 10 8	1P	Pair of Sevens
4940	7 7 13 10 6	1P	Pair of Sevens
4941	7 7 13 10 5	1P	Pair of Sevens
4942	7 7 13 10 4	1P	Pair of Sevens
4943	7 7 13 10 3	1P	Pair of Sevens
4944	7 7 13 10 2	1P	Pair of Sevens
4945	7 7 13 9 8	1P	Pair of Sevens
4946	7 7 13 9 6	1P	Pair of Sevens
4947	7 7 13 9 5	1P	Pair of Sevens
4948	7 7 13 9 4	1P	Pair of Sevens
4949	7 7 13 9 3	1P	Pair of Sevens
4950	7 7 13 9 2	1P	Pair of Sevens
4951	7 7 13 8 6	1P	Pair of Sevens
4952	7 7 13 8 5	1P	Pair of Sevens
4953	7 7 13 8 4	1P	Pair of Sevens
4954	7 7 13 8 3	1P	Pair of Sevens
4955	7 7 13 8 2	1P	Pair of Sevens
4956	7 7 13 6 5	1P	Pair of Sevens
4957	7 7 13 6 4	1P	Pair of Sevens
4958	7 7 13 6 3	1P	Pair of Sevens
4959	7 7 13 6 2	1P	Pair of Sevens
4960	7 7 13 5 4	1P	Pair of Sevens
4961	7 7 13 5 3	1P	Pair of Sevens
4962	7 7 13 5 2	1P	Pair of Sevens
4963	7 7 13 4 3	1P	Pair of Sevens
4964	7 7 13 4 2	1P	Pair of Sevens
4965	7 7 13 3 2	1P	Pair of Sevens
4966	7 7 12 11 10	1P	Pair of Sevens
4967	7 7 12 11 9	1P	Pair of Sevens
4968	7 7 12 11 8	1P	Pair of Sevens
4969	7 7 12 11 6	1P	Pair of Sevens
4970	7 7 12 11 5	1P	Pair of Sevens
4971	7 7 12 11 4	1P	Pair of Sevens
4972	7 7 12 11 3	1P	Pair of Sevens
4973	7 7 12 11 2	1P	Pair of Sevens
4974	7 7 12 10 9	1P	Pair of Sevens
4975	7 7 12 10 8	1P	Pair of Sevens
4976	7 7 12 10 6	1P	Pair of Sevens
4977	7 7 12 10 5	1P	Pair of Sevens
4978	7 7 12 10 4	1P	Pair of Sevens
4979	7 7 12 10 3	1P	Pair of Sevens
4980	7 7 12 10 2	1P	Pair of Sevens
4981	7 7 12 9 8	1P	Pair of Sevens
4982	7 7 12 9 6	1P	Pair of Sevens
4983	7 7 12 9 5	1P	Pair of Sevens
4984	7 7 12 9 4	1P	Pair of Sevens
4985	7 7 12 9 3	1P	Pair of Sevens
4986	7 7 12 9 2	1P	Pair of Sevens
4987	7 7 12 8 6	1P	Pair of Sevens
4988	7 7 12 8 5	1P	Pair of Sevens
4989	7 7 12 8 4	1P	Pair of Sevens
4990	7 7 12 8 3	1P	Pair of Sevens
4991	7 7 12 8 2	1P	Pair of Sevens
4992	7 7 12 6 5	1P	Pair of Sevens
4993	7 7 12 6 4	1P	Pair of Sevens
4994	7 7 12 6 3	1P	Pair of Sevens
4995	7 7 12 6 2	1P	Pair of Sevens
4996	7 7 12 5 4	1P	Pair of Sevens
4997	7 7 12 5 3	1P	Pair of Sevens
4998	7 7 12 5 2	1P	Pair of Sevens
4999	7 7 12 4 3	1P	Pair of Sevens
5000	7 7 12 4 2	1P	Pair of Sevens
5001	7 7 12 3 2	1P	Pair of Sevens
5002	7 7 11 10 9	1P	Pair of Sevens
5003	7 7 11 10 8	1P	Pair of Sevens
5004	7 7 11 10 6	1P	Pair of Sevens
